date,region,category,price,quantity,revenue
2023-08-08 07:35:40.313437812,South,B,17.22,1,17.57
2023-08-08 13:26:11.323774592,West,A,68.05,4,288.47
2023-08-08 19:16:42.334111368,West,A,96.02,7,622.45
2023-08-09 01:07:13.344448148,West,C,82.52,9,702.34
2023-08-09 06:57:44.354784928,South,A,24.46,1,25.07
2023-08-09 12:48:15.365121708,North,C,44.97,1,47.04
2023-08-09 18:38:46.375458484,West,A,60.14,4,226.15
2023-08-10 00:29:17.385795264,West,C,47.72,3,147.8
2023-08-10 06:19:48.396132044,West,D,69.86,2,126.4
2023-08-10 12:10:19.406468824,West,D,65.8,5,329.24
2023-08-10 18:00:50.416805600,South,D,34.69,5,179.42
2023-08-10 23:51:21.427142380,West,C,75.84,6,442.98
2023-08-11 05:41:52.437479160,South,A,93.94,4,377.77
2023-08-11 11:32:23.447815940,South,D,82.73,6,550.43
2023-08-11 17:22:54.458152716,North,A,80.51,10,838.8
2023-08-11 23:13:25.468489496,West,B,59.3,10,590.43
2023-08-12 05:03:56.478826276,East,A,97.02,8,743.4
2023-08-12 10:54:27.489163052,East,C,55.75,9,526.67
2023-08-12 16:44:58.499499832,South,C,51.41,4,195.83
2023-08-12 22:35:29.509836612,East,C,25.74,9,235.69
2023-08-13 04:26:00.520173392,East,C,78.61,6,472.48
2023-08-13 10:16:31.530510168,West,A,78.59,6,462.69
2023-08-13 16:07:02.540846948,North,D,24.13,8,190.67
2023-08-13 21:57:33.551183728,West,D,31.09,8,247.5
2023-08-14 03:48:04.561520508,South,A,45.67,1,40.55
2023-08-14 09:38:35.571857284,West,C,60.23,5,294.04
2023-08-14 15:29:06.582194064,South,B,28.58,8,222.35
2023-08-14 21:19:37.592530844,South,D,84.0,9,761.49
2023-08-15 03:10:08.602867624,South,D,59.77,4,229.02
2023-08-15 09:00:39.613204400,South,B,86.23,5,410.08
2023-08-15 14:51:10.623541180,North,A,97.27,3,289.3
2023-08-15 20:41:41.633877960,East,A,74.82,5,388.58
2023-08-16 02:32:12.644214736,North,B,33.79,4,142.19
2023-08-16 08:22:43.654551516,South,A,21.78,5,110.37
2023-08-16 14:13:14.664888296,West,C,52.9,9,448.78
2023-08-16 20:03:45.675225076,South,A,92.15,7,645.65
2023-08-17 01:54:16.685561852,West,D,73.36,5,344.81
2023-08-17 07:44:47.695898632,South,B,45.08,6,245.67
2023-08-17 13:35:18.706235412,South,B,69.32,9,623.82
2023-08-17 19:25:49.716572192,South,A,63.76,2,129.13
2023-08-18 01:16:20.726908968,South,D,38.64,3,114.14
2023-08-18 07:06:51.737245748,West,A,64.04,7,487.12
2023-08-18 12:57:22.747582528,North,C,14.6,8,118.69
2023-08-18 18:47:53.757919304,South,D,66.94,2,138.94
2023-08-19 00:38:24.768256084,East,A,13.12,9,112.3
2023-08-19 06:28:55.778592864,East,B,10.16,7,72.03
2023-08-19 12:19:26.788929644,South,B,88.62,10,860.28
2023-08-19 18:09:57.799266420,North,B,58.22,1,54.73
2023-08-20 00:00:28.809603200,West,D,53.56,4,201.15
2023-08-20 05:50:59.819939980,West,B,28.14,8,216.76
2023-08-20 11:41:30.830276760,South,D,21.92,3,62.5
2023-08-20 17:32:01.840613536,South,A,56.64,1,55.02
2023-08-20 23:22:32.850950316,South,C,20.74,10,220.24
2023-08-21 05:13:03.861287096,East,B,78.19,8,613.46
2023-08-21 11:03:34.871623876,West,C,90.31,7,611.67
2023-08-21 16:54:05.881960652,West,B,20.04,6,119.12
2023-08-21 22:44:36.892297432,East,B,45.45,10,431.54
2023-08-22 04:35:07.902634212,West,A,28.75,10,287.26
2023-08-22 10:25:38.912970988,North,D,88.07,3,272.7
2023-08-22 16:16:09.923307768,North,A,93.35,8,790.03
2023-08-22 22:06:40.933644548,East,D,20.74,3,67.73
2023-08-23 03:57:11.943981328,West,B,42.27,2,79.26
2023-08-23 09:47:42.954318104,West,B,36.26,4,148.69
2023-08-23 15:38:13.964654884,South,C,26.1,7,183.92
2023-08-23 21:28:44.974991664,South,B,28.65,5,142.82
2023-08-24 03:19:15.985328444,West,B,55.91,9,508.03
2023-08-24 09:09:46.995665220,East,D,49.13,4,197.23
2023-08-24 15:00:18.006002000,North,A,14.28,8,114.33
2023-08-24 20:50:49.016338780,North,B,62.32,1,63.57
2023-08-25 02:41:20.026675560,East,C,61.97,10,624.17
2023-08-25 08:31:51.037012336,North,A,98.89,2,195.09
2023-08-25 14:22:22.047349116,East,A,26.46,6,159.12
2023-08-25 20:12:53.057685896,East,B,23.48,1,24.08
2023-08-26 02:03:24.068022672,South,B,76.97,3,223.48
2023-08-26 07:53:55.078359452,East,A,19.82,2,42.02
2023-08-26 13:44:26.088696232,South,B,93.15,1,97.58
2023-08-26 19:34:57.099033012,East,D,45.03,1,44.73
2023-08-27 01:25:28.109369788,North,B,92.36,5,435.13
2023-08-27 07:15:59.119706568,North,B,17.75,6,105.18
2023-08-27 13:06:30.130043348,South,C,15.64,4,62.33
2023-08-27 18:57:01.140380128,South,A,40.15,2,71.37
2023-08-28 00:47:32.150716904,West,A,42.13,8,324.79
2023-08-28 06:38:03.161053684,North,D,95.24,5,490.68
2023-08-28 12:28:34.171390464,North,B,26.08,5,131.99
2023-08-28 18:19:05.181727240,West,C,37.11,2,75.22
2023-08-29 00:09:36.192064020,West,A,71.95,4,300.31
2023-08-29 06:00:07.202400800,West,D,79.55,4,321.88
2023-08-29 11:50:38.212737580,North,A,13.34,7,101.39
2023-08-29 17:41:09.223074356,North,A,37.81,8,316.2
2023-08-29 23:31:40.233411136,North,A,18.04,4,72.41
2023-08-30 05:22:11.243747916,South,C,60.15,4,246.16
2023-08-30 11:12:42.254084696,North,A,58.94,6,329.4
2023-08-30 17:03:13.264421472,West,D,60.83,2,119.11
2023-08-30 22:53:44.274758252,East,A,65.77,1,64.09
2023-08-31 04:44:15.285095032,South,D,84.11,3,239.42
2023-08-31 10:34:46.295431812,West,B,91.43,2,175.23
2023-08-31 16:25:17.305768588,North,D,41.58,9,328.13
2023-08-31 22:15:48.316105368,East,C,86.41,7,610.72
2023-09-01 04:06:19.326442148,North,B,84.43,10,805.39
2023-09-01 09:56:50.336778924,West,B,54.31,10,543.1
2023-09-01 15:47:21.347115704,West,C,12.04,1,12.03
2023-09-01 21:37:52.357452484,West,A,81.44,3,272.05
2023-09-02 03:28:23.367789264,East,D,33.77,8,261.83
2023-09-02 09:18:54.378126040,South,D,68.04,2,136.9
2023-09-02 15:09:25.388462820,North,B,53.72,3,154.97
2023-09-02 20:59:56.398799600,North,A,73.75,5,370.46
2023-09-03 02:50:27.409136380,North,C,11.27,3,32.89
2023-09-03 08:40:58.419473156,West,B,67.47,2,148.4
2023-09-03 14:31:29.429809936,West,A,15.32,5,82.44
2023-09-03 20:22:00.440146716,West,C,47.42,5,216.65
2023-09-04 02:12:31.450483492,East,B,70.45,7,469.96
2023-09-04 08:03:02.460820272,East,D,38.97,4,155.82
2023-09-04 13:53:33.471157052,South,D,74.09,2,143.46
2023-09-04 19:44:04.481493832,West,C,87.59,1,85.25
2023-09-05 01:34:35.491830608,West,D,88.85,2,174.92
2023-09-05 07:25:06.502167388,South,A,77.82,10,761.02
2023-09-05 13:15:37.512504168,South,D,96.44,1,96.66
2023-09-05 19:06:08.522840948,North,A,25.44,2,51.83
2023-09-06 00:56:39.533177724,North,B,88.71,5,440.55
2023-09-06 06:47:10.543514504,South,A,80.25,5,424.81
2023-09-06 12:37:41.553851284,West,B,52.13,3,158.5
2023-09-06 18:28:12.564188064,West,D,66.97,9,583.37
2023-09-07 00:18:43.574524840,West,C,77.27,7,528.41
2023-09-07 06:09:14.584861620,East,D,23.98,3,69.95
2023-09-07 11:59:45.595198400,East,C,21.05,7,136.93
2023-09-07 17:50:16.605535176,West,C,32.62,2,68.89
2023-09-07 23:40:47.615871956,North,D,53.9,8,394.4
2023-09-08 05:31:18.626208736,East,A,53.45,3,158.05
2023-09-08 11:21:49.636545516,West,C,94.81,1,98.04
2023-09-08 17:12:20.646882292,North,D,66.53,6,413.99
2023-09-08 23:02:51.657219072,West,C,18.32,1,18.09
2023-09-09 04:53:22.667555852,West,A,28.74,6,177.6
2023-09-09 10:43:53.677892632,West,B,90.5,9,841.08
2023-09-09 16:34:24.688229408,South,A,75.0,9,727.5
2023-09-09 22:24:55.698566188,North,D,11.83,9,107.52
2023-09-10 04:15:26.708902968,South,C,99.4,4,415.31
2023-09-10 10:05:57.719239748,West,A,90.58,2,187.99
2023-09-10 15:56:28.729576524,East,B,65.65,3,217.12
2023-09-10 21:46:59.739913304,East,C,56.99,2,99.66
2023-09-11 03:37:30.750250084,East,D,85.76,10,889.2
2023-09-11 09:28:01.760586860,North,C,45.89,1,45.13
2023-09-11 15:18:32.770923640,East,C,57.23,1,58.11
2023-09-11 21:09:03.781260420,South,C,65.92,2,113.96
2023-09-12 02:59:34.791597200,East,A,86.93,4,351.23
2023-09-12 08:50:05.801933976,East,B,62.94,7,423.25
2023-09-12 14:40:36.812270756,North,C,79.29,10,831.63
2023-09-12 20:31:07.822607536,West,A,13.1,6,82.06
2023-09-13 02:21:38.832944316,North,C,96.76,4,378.69
2023-09-13 08:12:09.843281092,West,D,65.13,2,128.77
2023-09-13 14:02:40.853617872,East,B,53.49,8,432.21
2023-09-13 19:53:11.863954652,West,D,26.08,3,84.91
2023-09-14 01:43:42.874291428,North,A,56.68,2,108.31
2023-09-14 07:34:13.884628208,West,A,81.74,4,338.04
2023-09-14 13:24:44.894964988,North,B,55.8,1,52.23
2023-09-14 19:15:15.905301768,East,B,71.65,3,196.82
2023-09-15 01:05:46.915638544,West,A,32.85,7,242.42
2023-09-15 06:56:17.925975324,West,A,78.93,6,471.74
2023-09-15 12:46:48.936312104,East,A,16.05,9,155.25
2023-09-15 18:37:19.946648884,South,D,36.07,10,377.46
2023-09-16 00:27:50.956985660,East,B,94.25,3,278.26
2023-09-16 06:18:21.967322440,South,B,60.79,10,545.6
2023-09-16 12:08:52.977659220,West,D,27.67,4,111.5
2023-09-16 17:59:23.987996000,South,D,42.43,9,369.49
2023-09-16 23:49:54.998332776,South,C,94.49,1,91.17
2023-09-17 05:40:26.008669556,South,C,58.37,2,114.47
2023-09-17 11:30:57.019006336,South,B,44.43,8,381.06
2023-09-17 17:21:28.029343112,South,B,68.79,2,139.17
2023-09-17 23:11:59.039679892,North,D,50.18,10,495.39
2023-09-18 05:02:30.050016672,West,D,37.63,1,36.96
2023-09-18 10:53:01.060353452,East,C,16.19,9,131.32
2023-09-18 16:43:32.070690228,East,C,85.15,3,258.27
2023-09-18 22:34:03.081027008,West,A,93.01,6,583.97
2023-09-19 04:24:34.091363788,West,B,94.82,3,289.75
2023-09-19 10:15:05.101700568,South,B,41.61,2,84.25
2023-09-19 16:05:36.112037344,West,A,70.5,1,67.74
2023-09-19 21:56:07.122374124,East,C,75.9,4,291.91
2023-09-20 03:46:38.132710904,South,C,47.96,3,139.18
2023-09-20 09:37:09.143047680,East,D,50.55,10,492.39
2023-09-20 15:27:40.153384460,West,D,11.13,9,107.46
2023-09-20 21:18:11.163721240,South,B,91.98,10,876.95
2023-09-21 03:08:42.174058020,South,A,64.72,3,186.69
2023-09-21 08:59:13.184394796,North,C,35.78,10,379.29
2023-09-21 14:49:44.194731576,West,C,53.46,10,519.87
2023-09-21 20:40:15.205068356,East,D,25.8,2,45.85
2023-09-22 02:30:46.215405136,South,C,12.37,1,12.84
2023-09-22 08:21:17.225741912,North,D,96.35,3,275.71
2023-09-22 14:11:48.236078692,West,C,41.74,8,316.87
2023-09-22 20:02:19.246415472,East,B,56.64,8,465.89
2023-09-23 01:52:50.256752252,South,C,51.32,2,104.45
2023-09-23 07:43:21.267089028,South,B,32.79,5,163.82
2023-09-23 13:33:52.277425808,North,A,52.22,8,427.74
2023-09-23 19:24:23.287762588,North,D,74.29,3,205.24
2023-09-24 01:14:54.298099364,South,C,49.89,9,456.36
2023-09-24 07:05:25.308436144,East,A,98.03,3,274.05
2023-09-24 12:55:56.318772924,East,A,13.23,5,67.9
2023-09-24 18:46:27.329109704,West,B,62.61,9,574.15
2023-09-25 00:36:58.339446480,South,A,92.48,9,807.2
2023-09-25 06:27:29.349783260,South,A,37.27,6,227.58
2023-09-25 12:18:00.360120040,East,A,97.59,2,178.77
2023-09-25 18:08:31.370456820,West,D,79.35,3,229.21
2023-09-25 23:59:02.380793596,East,A,98.68,8,766.91
2023-09-26 05:49:33.391130376,South,A,41.57,10,427.88
2023-09-26 11:40:04.401467156,East,D,54.35,8,451.47
2023-09-26 17:30:35.411803936,West,C,90.02,2,172.46
2023-09-26 23:21:06.422140712,West,C,53.35,7,390.0
2023-09-27 05:11:37.432477492,South,D,74.13,8,559.52
2023-09-27 11:02:08.442814272,South,D,26.29,3,84.73
2023-09-27 16:52:39.453151048,South,A,95.99,7,644.03
2023-09-27 22:43:10.463487828,East,C,11.09,6,68.1
2023-09-28 04:33:41.473824608,South,C,76.64,3,242.82
2023-09-28 10:24:12.484161388,East,D,27.07,2,49.11
2023-09-28 16:14:43.494498164,West,C,62.56,10,639.14
2023-09-28 22:05:14.504834944,East,C,28.05,3,87.86
2023-09-29 03:55:45.515171724,East,C,43.38,4,179.19
2023-09-29 09:46:16.525508504,South,A,44.93,9,402.45
2023-09-29 15:36:47.535845280,East,C,32.52,2,60.56
2023-09-29 21:27:18.546182060,South,B,20.06,8,151.72
2023-09-30 03:17:49.556518840,East,A,19.75,3,64.61
2023-09-30 09:08:20.566855616,East,D,59.04,6,355.05
2023-09-30 14:58:51.577192396,North,A,49.32,9,456.38
2023-09-30 20:49:22.587529176,East,B,12.91,4,48.07
2023-10-01 02:39:53.597865956,North,C,71.7,6,443.44
2023-10-01 08:30:24.608202732,East,A,72.06,3,207.02
2023-10-01 14:20:55.618539512,South,D,80.97,6,460.98
2023-10-01 20:11:26.628876292,South,C,56.92,3,154.05
2023-10-02 02:01:57.639213072,East,B,68.22,8,526.96
2023-10-02 07:52:28.649549848,South,C,54.54,9,507.18
2023-10-02 13:42:59.659886628,East,A,47.24,8,371.11
2023-10-02 19:33:30.670223408,East,A,79.95,3,252.09
2023-10-03 01:24:01.680560188,East,A,40.37,6,205.04
2023-10-03 07:14:32.690896964,East,C,17.59,2,34.52
2023-10-03 13:05:03.701233744,South,C,38.16,10,370.56
2023-10-03 18:55:34.711570524,South,C,78.05,3,256.79
2023-10-04 00:46:05.721907300,East,D,98.2,4,401.85
2023-10-04 06:36:36.732244080,South,C,99.77,4,365.33
2023-10-04 12:27:07.742580860,South,B,73.27,6,445.71
2023-10-04 18:17:38.752917640,West,B,90.9,5,445.09
2023-10-05 00:08:09.763254416,East,C,41.52,2,85.42
2023-10-05 05:58:40.773591196,West,A,73.65,6,427.69
2023-10-05 11:49:11.783927976,West,B,20.8,5,104.79
2023-10-05 17:39:42.794264756,West,A,40.36,4,159.93
2023-10-05 23:30:13.804601532,South,C,64.6,5,318.24
2023-10-06 05:20:44.814938312,East,D,60.22,8,507.19
2023-10-06 11:11:15.825275092,North,B,81.16,1,83.21
2023-10-06 17:01:46.835611872,West,D,74.91,6,403.2
2023-10-06 22:52:17.845948648,East,B,78.77,6,487.19
2023-10-07 04:42:48.856285428,West,B,42.46,3,133.07
2023-10-07 10:33:19.866622208,East,C,55.89,10,597.51
2023-10-07 16:23:50.876958984,North,B,17.8,7,129.04
2023-10-07 22:14:21.887295764,South,C,38.53,3,114.29
2023-10-08 04:04:52.897632544,East,D,19.18,2,38.83
2023-10-08 09:55:23.907969324,North,D,78.96,5,413.37
2023-10-08 15:45:54.918306100,South,A,64.66,3,177.79
2023-10-08 21:36:25.928642880,North,B,38.97,9,376.75
2023-10-09 03:26:56.938979660,North,C,31.82,5,152.83
2023-10-09 09:17:27.949316440,South,C,22.49,4,95.87
2023-10-09 15:07:58.959653216,West,B,88.87,4,389.12
2023-10-09 20:58:29.969989996,North,B,43.36,6,247.76
2023-10-10 02:49:00.980326776,West,A,97.8,3,321.51
2023-10-10 08:39:31.990663552,East,B,19.67,2,37.28
2023-10-10 14:30:03.001000332,North,C,70.78,3,204.9
2023-10-10 20:20:34.011337112,East,A,94.65,4,374.11
2023-10-11 02:11:05.021673892,North,A,23.69,2,50.67
2023-10-11 08:01:36.032010668,North,A,26.86,1,25.18
2023-10-11 13:52:07.042347448,North,B,39.58,9,353.16
2023-10-11 19:42:38.052684228,North,D,24.26,4,104.02
2023-10-12 01:33:09.063021008,South,D,79.97,9,776.07
2023-10-12 07:23:40.073357784,West,A,79.18,2,157.6
2023-10-12 13:14:11.083694564,South,D,97.86,6,582.98
2023-10-12 19:04:42.094031344,East,D,81.15,3,231.77
2023-10-13 00:55:13.104368124,East,D,79.3,1,74.17
2023-10-13 06:45:44.114704900,South,B,85.07,7,550.88
2023-10-13 12:36:15.125041680,North,A,60.5,5,338.89
2023-10-13 18:26:46.135378460,West,C,76.81,10,735.29
2023-10-14 00:17:17.145715236,North,D,67.13,2,132.61
2023-10-14 06:07:48.156052016,South,C,79.05,2,160.99
2023-10-14 11:58:19.166388796,North,D,36.42,9,327.82
2023-10-14 17:48:50.176725576,East,C,87.08,9,764.4
2023-10-14 23:39:21.187062352,North,C,87.68,9,802.08
2023-10-15 05:29:52.197399132,East,B,41.41,8,315.99
2023-10-15 11:20:23.207735912,South,B,96.51,5,479.91
2023-10-15 17:10:54.218072692,East,C,48.3,9,421.91
2023-10-15 23:01:25.228409468,West,B,71.44,6,447.78
2023-10-16 04:51:56.238746248,South,B,99.18,1,110.39
2023-10-16 10:42:27.249083028,South,D,60.97,2,119.69
2023-10-16 16:32:58.259419804,North,B,91.35,6,551.95
2023-10-16 22:23:29.269756584,North,B,45.11,9,393.01
2023-10-17 04:14:00.280093364,South,A,64.82,5,317.1
2023-10-17 10:04:31.290430144,South,B,69.49,2,131.12
2023-10-17 15:55:02.300766920,North,B,90.54,10,834.25
2023-10-17 21:45:33.311103700,South,B,84.46,4,339.46
2023-10-18 03:36:04.321440480,East,D,39.05,10,372.04
2023-10-18 09:26:35.331777260,South,A,32.16,6,211.65
2023-10-18 15:17:06.342114036,North,B,34.95,1,33.46
2023-10-18 21:07:37.352450816,West,C,75.76,5,396.02
2023-10-19 02:58:08.362787596,West,A,21.17,3,67.28
2023-10-19 08:48:39.373124376,East,A,52.01,7,356.96
2023-10-19 14:39:10.383461152,North,B,84.68,5,445.74
2023-10-19 20:29:41.393797932,West,A,95.13,10,954.67
2023-10-20 02:20:12.404134712,West,C,50.27,1,48.92
2023-10-20 08:10:43.414471488,East,C,49.66,7,324.99
2023-10-20 14:01:14.424808268,North,C,79.66,5,393.0
2023-10-20 19:51:45.435145048,South,D,28.94,9,238.45
2023-10-21 01:42:16.445481828,West,D,93.71,3,292.2
2023-10-21 07:32:47.455818604,North,A,75.68,10,658.42
2023-10-21 13:23:18.466155384,East,D,47.54,1,45.99
2023-10-21 19:13:49.476492164,West,B,97.34,1,99.81
2023-10-22 01:04:20.486828944,North,B,59.03,7,377.67
2023-10-22 06:54:51.497165720,West,D,87.25,1,93.95
2023-10-22 12:45:22.507502500,South,D,77.7,3,239.32
2023-10-22 18:35:53.517839280,West,C,57.2,4,228.08
2023-10-23 00:26:24.528176060,North,D,82.1,4,336.41
2023-10-23 06:16:55.538512836,West,A,21.39,6,131.03
2023-10-23 12:07:26.548849616,East,A,82.5,8,726.53
2023-10-23 17:57:57.559186396,North,D,60.17,3,187.97
2023-10-23 23:48:28.569523172,North,C,38.61,4,165.03
2023-10-24 05:38:59.579859952,South,D,72.25,1,73.31
2023-10-24 11:29:30.590196732,East,B,58.8,8,495.5
2023-10-24 17:20:01.600533512,East,C,17.96,3,58.97
2023-10-24 23:10:32.610870288,West,B,99.24,4,377.4
2023-10-25 05:01:03.621207068,South,D,44.55,8,339.54
2023-10-25 10:51:34.631543848,South,C,95.98,8,810.5
2023-10-25 16:42:05.641880628,East,A,88.1,6,505.07
2023-10-25 22:32:36.652217404,North,B,73.06,1,68.47
2023-10-26 04:23:07.662554184,South,C,56.16,9,492.99
2023-10-26 10:13:38.672890964,South,C,17.06,2,33.85
2023-10-26 16:04:09.683227740,West,A,82.18,9,711.95
2023-10-26 21:54:40.693564520,East,C,12.61,8,101.54
2023-10-27 03:45:11.703901300,East,D,78.01,3,215.41
2023-10-27 09:35:42.714238080,West,A,54.6,6,338.34
2023-10-27 15:26:13.724574856,East,D,95.37,1,101.48
2023-10-27 21:16:44.734911636,North,C,32.42,7,198.7
2023-10-28 03:07:15.745248416,East,A,65.68,1,65.48
2023-10-28 08:57:46.755585196,West,D,88.55,6,524.79
2023-10-28 14:48:17.765921972,North,C,75.81,4,307.11
2023-10-28 20:38:48.776258752,South,A,50.02,7,350.06
2023-10-29 02:29:19.786595532,South,B,43.66,3,132.81
2023-10-29 08:19:50.796932312,West,B,19.89,1,19.89
2023-10-29 14:10:21.807269088,West,A,49.47,2,103.78
2023-10-29 20:00:52.817605868,West,D,97.58,2,213.99
2023-10-30 01:51:23.827942648,West,C,71.44,1,74.82
2023-10-30 07:41:54.838279424,East,C,38.97,6,222.04
2023-10-30 13:32:25.848616204,South,D,13.05,5,63.45
2023-10-30 19:22:56.858952984,North,D,21.91,5,116.47
2023-10-31 01:13:27.869289764,East,A,16.6,6,97.25
2023-10-31 07:03:58.879626540,East,D,54.98,4,223.73
2023-10-31 12:54:29.889963320,East,A,27.75,7,203.15
2023-10-31 18:45:00.900300100,South,D,77.96,3,224.31
2023-11-01 00:35:31.910636880,South,A,62.7,7,437.31
2023-11-01 06:26:02.920973656,North,D,43.61,8,343.64
2023-11-01 12:16:33.931310436,North,D,38.39,10,403.72
2023-11-01 18:07:04.941647216,West,D,70.55,1,69.36
2023-11-01 23:57:35.951983996,East,A,59.17,4,216.74
2023-11-02 05:48:06.962320772,South,A,66.3,6,406.7
2023-11-02 11:38:37.972657552,North,A,14.64,9,135.96
2023-11-02 17:29:08.982994332,North,C,41.87,1,44.49
2023-11-02 23:19:39.993331108,South,A,51.95,4,206.83
2023-11-03 05:10:11.003667888,South,C,14.02,6,81.0
2023-11-03 11:00:42.014004668,West,D,29.59,8,239.52
2023-11-03 16:51:13.024341448,South,C,73.83,6,441.8
2023-11-03 22:41:44.034678224,East,B,31.57,7,233.28
2023-11-04 04:32:15.045015004,West,C,13.0,9,121.11
2023-11-04 10:22:46.055351784,North,A,34.22,4,135.12
2023-11-04 16:13:17.065688564,North,C,16.4,10,157.61
2023-11-04 22:03:48.076025340,East,B,36.93,7,267.51
2023-11-05 03:54:19.086362120,East,A,14.92,1,14.2
2023-11-05 09:44:50.096698900,East,D,41.82,7,295.35
2023-11-05 15:35:21.107035676,West,A,45.25,9,408.97
2023-11-05 21:25:52.117372456,East,B,42.7,9,400.91
2023-11-06 03:16:23.127709236,West,D,14.51,5,73.63
2023-11-06 09:06:54.138046016,West,A,96.91,7,644.11
2023-11-06 14:57:25.148382792,South,C,21.61,10,221.67
2023-11-06 20:47:56.158719572,West,B,29.07,1,29.85
2023-11-07 02:38:27.169056352,East,A,62.71,7,458.35
2023-11-07 08:28:58.179393132,North,B,35.24,9,332.5
2023-11-07 14:19:29.189729908,West,C,95.01,7,680.85
2023-11-07 20:10:00.200066688,North,C,28.22,3,84.97
2023-11-08 02:00:31.210403468,West,B,77.68,10,745.25
2023-11-08 07:51:02.220740248,North,D,75.69,9,644.84
2023-11-08 13:41:33.231077024,South,A,88.41,6,491.4
2023-11-08 19:32:04.241413804,West,B,58.41,8,459.89
2023-11-09 01:22:35.251750584,East,B,27.54,8,224.27
2023-11-09 07:13:06.262087360,South,D,46.54,8,408.9
2023-11-09 13:03:37.272424140,South,C,64.43,1,62.31
2023-11-09 18:54:08.282760920,East,B,51.03,1,51.92
2023-11-10 00:44:39.293097700,North,A,26.35,5,130.08
2023-11-10 06:35:10.303434476,South,B,42.65,1,40.91
2023-11-10 12:25:41.313771256,West,C,88.84,7,604.4
2023-11-10 18:16:12.324108036,South,C,54.38,7,408.05
2023-11-11 00:06:43.334444816,North,B,58.26,8,472.71
2023-11-11 05:57:14.344781592,East,A,97.36,5,497.41
2023-11-11 11:47:45.355118372,West,C,18.12,5,87.48
2023-11-11 17:38:16.365455152,North,D,18.37,6,116.18
2023-11-11 23:28:47.375791928,East,D,57.65,7,379.05
2023-11-12 05:19:18.386128708,West,C,92.23,1,92.37
2023-11-12 11:09:49.396465488,West,B,39.11,2,80.17
2023-11-12 17:00:20.406802268,West,B,32.84,8,266.0
2023-11-12 22:50:51.417139044,North,C,33.01,2,68.99
2023-11-13 04:41:22.427475824,North,C,66.77,3,209.0
2023-11-13 10:31:53.437812604,West,A,85.97,7,696.23
2023-11-13 16:22:24.448149384,South,D,33.15,4,129.27
2023-11-13 22:12:55.458486160,North,C,81.19,5,423.93
2023-11-14 04:03:26.468822940,South,D,41.64,7,266.97
2023-11-14 09:53:57.479159720,East,A,28.48,6,170.56
2023-11-14 15:44:28.489496500,West,A,32.31,9,300.86
2023-11-14 21:34:59.499833276,West,C,42.24,4,158.85
2023-11-15 03:25:30.510170056,East,D,67.4,4,253.7
2023-11-15 09:16:01.520506836,East,A,52.65,9,517.79
2023-11-15 15:06:32.530843612,North,B,47.87,1,49.86
2023-11-15 20:57:03.541180392,East,C,96.23,1,103.16
2023-11-16 02:47:34.551517172,South,A,80.65,9,695.18
2023-11-16 08:38:05.561853952,South,A,15.95,2,29.44
2023-11-16 14:28:36.572190728,East,D,22.11,6,137.56
2023-11-16 20:19:07.582527508,North,D,82.64,9,785.95
2023-11-17 02:09:38.592864288,East,D,19.55,8,155.55
2023-11-17 08:00:09.603201068,West,A,80.13,8,643.35
2023-11-17 13:50:40.613537844,East,A,98.11,5,521.96
2023-11-17 19:41:11.623874624,East,B,53.67,5,235.28
2023-11-18 01:31:42.634211404,East,A,91.65,6,541.96
2023-11-18 07:22:13.644548184,South,D,44.14,5,234.44
2023-11-18 13:12:44.654884960,South,D,25.14,2,51.16
2023-11-18 19:03:15.665221740,West,B,37.02,3,111.55
2023-11-19 00:53:46.675558520,South,C,29.35,2,54.94
2023-11-19 06:44:17.685895296,West,C,52.51,9,423.52
2023-11-19 12:34:48.696232076,East,D,93.94,10,892.94
2023-11-19 18:25:19.706568856,East,A,77.56,8,559.19
2023-11-20 00:15:50.716905636,North,B,56.23,10,590.75
2023-11-20 06:06:21.727242412,West,C,23.72,5,120.12
2023-11-20 11:56:52.737579192,South,A,60.76,5,319.99
2023-11-20 17:47:23.747915972,West,B,58.07,5,288.78
2023-11-20 23:37:54.758252752,South,B,15.71,2,32.12
2023-11-21 05:28:25.768589528,West,D,14.17,1,13.6
2023-11-21 11:18:56.778926308,West,A,85.99,10,822.7
2023-11-21 17:09:27.789263088,East,C,21.37,8,159.92
2023-11-21 22:59:58.799599864,East,A,87.11,5,489.47
2023-11-22 04:50:29.809936644,East,D,66.1,3,197.98
2023-11-22 10:41:00.820273424,North,D,39.84,6,242.66
2023-11-22 16:31:31.830610204,West,B,32.28,9,280.61
2023-11-22 22:22:02.840946980,East,D,40.32,9,374.2
2023-11-23 04:12:33.851283760,West,A,76.47,8,625.13
2023-11-23 10:03:04.861620540,South,B,56.69,10,645.0
2023-11-23 15:53:35.871957320,East,C,83.49,8,712.69
2023-11-23 21:44:06.882294096,East,A,65.94,3,196.97
2023-11-24 03:34:37.892630876,East,C,14.73,2,29.05
2023-11-24 09:25:08.902967656,West,A,69.96,7,491.22
2023-11-24 15:15:39.913304436,North,D,96.11,9,782.59
2023-11-24 21:06:10.923641212,South,A,39.92,5,196.4
2023-11-25 02:56:41.933977992,North,A,28.57,10,289.92
2023-11-25 08:47:12.944314772,North,D,73.36,9,656.79
2023-11-25 14:37:43.954651548,South,A,82.28,4,324.92
2023-11-25 20:28:14.964988328,East,C,39.31,4,147.53
